1927013,17.37,77,50.0,27.0,13.02,-15.42,215.18,-128.59,0.23,2.37,1.67,1.12,"
17.37
",100
1907082,5.15,24,19.0,5.0,22.28,-27.23,129.41,-54.91,0.31,2.06,2.36,3.10,"
4.30
",92
1919476,6.44,78,59.0,19.0,17.34,-30.40,247.27,-118.41,0.27,4.02,2.09,1.65,"
6.44
",93
1939509,59.79,668,521.0,147.0,15.20,-19.16,1 953.11,-518.05,0.56,10.36,3.77,2.15,"
27.37
",93
1883458,25.76,433,309.0,124.0,70.01,-9.91,1 570.90,-284.84,0.36,43.70,5.52,2.97,"
10.90
",100
1915298,5.76,19,14.0,5.0,31.50,-12.17,82.96,-25.36,0.37,4.20,3.27,3.03,"
5.51
",100
1914153,1.42,171,50.0,121.0,299.30,-218.70,4 058.00,-3 882.90,0.03,0.13,1.05,1.02,"
-9.66
",92
1924828,52.41,65,58.0,7.0,4.69,-7.70,84.59,-23.18,0.54,5.89,3.65,0.94,"
52.41
",0
1913721,45.91,65,50.0,15.0,46.30,-116.60,379.23,-167.23,0.22,1.82,2.27,3.26,"
35.99
",0
1931311,14.78,126,80.0,46.0,107.39,-81.74,967.09,-793.08,0.07,0.57,1.22,1.38,"
14.78
",0
1748159,20.98,2 898,1361.0,1537.0,46 403.88,-30 645.00,1 547 822.71,-1 527 672.23,0.01,0.18,1.01,6.95,"
-14.67
",38
1779032,5.88,129,122.0,7.0,3.20,-17.45,74.71,-27.51,0.22,2.52,2.72,0.37,"
0.11
",0
1831042,32.24,1 310,971.0,339.0,17.86,-24.64,1 934.45,-1 200.69,0.15,3.77,1.61,0.56,"
4.94
",100
1708779,24.58,104,89.0,15.0,81.92,-37.59,1 448.21,-240.85,0.71,13.20,6.01,11.61,"
3.26
",75
1833470,140.42,282,277.0,5.0,1 395.00,-245.00,28 045.00,-465.00,0.79,112.57,60.31,97.80,"
7.58
",100
1898219,107.75,162,98.0,64.0,3 040.83,-86.80,10 073.11,-1 533.04,0.11,19.05,6.57,52.72,"
82.50
",95
1875582,4.99,42,31.0,11.0,274.00,-549.00,1 898.15,-1 615.50,0.07,0.23,1.17,6.73,"
13.02
",64
1915162,16.71,67,64.0,3.0,1 153.73,-189.60,10 546.33,-2 251.70,0.59,21.83,4.68,123.80,"
15.30
",0
1117174,1 544.85,1 706,1328.0,378.0,148.83,-79.54,8 541.27,-3 154.95,0.17,15.38,2.71,3.16,"
4.97
",95
1909449,-8.17,62,44.0,18.0,24.33,-33.46,120.72,-175.94,-0.08,-0.37,0.69,-0.89,"
-15.35
",83
1930525,144.39,43,37.0,6.0,17.45,-6.09,162.42,-18.06,0.64,23.47,8.99,3.36,"
51.36
",100
1623904,2.85,419,262.0,157.0,105.57,-92.73,1 997.49,-2 045.00,0.00,-0.04,0.98,-0.11,"
0.31
",94
1731160,9.19,512,355.0,157.0,69.94,-69.14,2 908.48,-808.95,0.27,13.14,3.60,4.10,"
8.77
",99
1915317,3.62,90,67.0,23.0,400.69,-162.89,3 358.15,-1 492.06,0.26,3.94,2.25,20.73,"
0.84
",66
1684300,236.56,517,267.0,250.0,6.33,-1.58,200.47,-152.40,0.17,3.53,1.32,0.09,"
7.46
",100
1641442,5.56,111,103.0,8.0,8.08,-47.33,243.55,-215.74,0.04,0.30,1.13,0.25,"
5.55
",100
1918580,9.74,45,30.0,15.0,3 093.66,-597.46,8 826.18,-3 178.96,0.22,8.60,2.78,125.49,"
9.74
",97
1932236,30.69,119,85.0,34.0,97.55,-32.46,610.06,-303.21,0.22,1.52,2.01,2.58,"
30.69
",100
1913999,9.30,85,67.0,18.0,21.77,-6.15,81.78,-25.95,0.24,3.77,3.15,0.66,"
7.19
",100
1891510,4.83,219,142.0,77.0,220.48,-101.64,1 430.55,-947.92,0.11,1.20,1.51,2.20,"
4.16
",94
1927988,8.20,79,48.0,31.0,99.72,-240.70,3 131.13,-2 721.06,0.08,0.15,1.15,5.19,"
8.20
",29
1914695,23.09,114,68.0,46.0,74.00,-107.00,2 497.00,-1 989.00,0.11,1.21,1.26,4.46,"
7.29
",97
1840558,112.92,720,715.0,5.0,20.00,-1.31,1 236.63,-1.69,0.67,942.70,731.73,1.72,"
7.54
",0
1942610,55.65,87,64.0,23.0,8.53,-4.57,126.46,-42.46,0.47,6.06,2.98,0.97,"
27.67
",91
1926543,6.18,251,119.0,132.0,13.67,-11.47,276.27,-263.82,0.02,0.24,1.05,0.05,"
15.17
",1
1891507,3.23,69,44.0,25.0,243.49,-85.68,1 281.96,-959.61,0.10,1.03,1.34,4.67,"
1.46
",100
1788926,41.24,214,146.0,68.0,214.15,-46.77,737.11,-342.65,0.10,2.29,2.15,1.84,"
24.11
",0
1884539,57.50,169,162.0,7.0,36.30,-43.30,1 612.53,-54.12,1.24,35.99,29.80,9.22,"
10.37
",0
1817323,16.91,394,293.0,101.0,164.22,-320.10,2 329.65,-1 821.87,0.04,0.45,1.28,1.29,"
8.38
",97
1934978,28.47,409,272.0,137.0,275.51,-173.43,3 341.67,-2 103.79,0.11,2.51,1.59,3.03,"
28.47
",89
1866411,3.76,166,138.0,28.0,30.07,-17.08,570.16,-149.43,0.49,13.48,3.82,2.53,"
1.03
",87
1840850,3.67,346,227.0,119.0,6.08,-1.70,100.75,-82.38,0.09,1.56,1.22,0.05,"
-1.46
",100
1926978,8.90,55,34.0,21.0,222.18,-39.83,476.87,-209.72,0.15,1.42,2.27,4.86,"
8.90
",100
1845847,65.28,51,51.0,0.0,18.60,0.00,274.68,0.00,2.38,0.00,n/a,5.39,"
9.56
",0
1724183,169.23,92,92.0,0.0,25.39,0.00,158.96,0.00,0.42,0.00,n/a,1.73,"
1.39
",0
1911923,59.12,893,564.0,329.0,281.43,-131.48,5 588.24,-4 033.87,0.09,2.74,1.39,1.74,"
25.74
",98
1401068,158.11,13 835,9866.0,3969.0,967.03,-143.57,33 099.62,-21 926.25,0.05,5.21,1.51,0.81,"
12.31
",99
1930554,12.17,54,32.0,22.0,5.64,-5.86,72.91,-48.56,0.18,1.18,1.50,0.45,"
12.18
",100
1839083,220.93,982,518.0,464.0,312.27,-923.94,10 064.94,-10 320.28,-0.04,-0.15,0.98,-0.26,"
-32.38
",80
1862758,13.15,22 823,16259.0,6564.0,1 429.92,-1 265.53,142 690.04,-142 022.51,0.00,0.01,1.00,0.03,"
-31.84
",99
1822082,65.19,47,42.0,5.0,13.64,-1.74,140.62,-10.25,0.97,45.74,13.72,2.77,"
15.81
",100
1583760,0.19,263,206.0,57.0,1.38,-7.16,136.57,-136.18,0.00,0.01,1.00,0.00,"
-5.80
",100
1883191,3.05,81,64.0,17.0,10.48,-8.63,77.63,-62.40,0.08,0.59,1.24,0.19,"
1.08
",100
1917868,56.21,413,354.0,59.0,1 684.00,-563.22,35 279.10,-1 477.10,0.51,50.58,23.88,81.85,"
49.20
",0
1894497,64.07,93,87.0,6.0,27.10,-7.04,584.69,-17.76,0.76,80.53,32.92,6.10,"
21.80
",100
1856744,26.78,11 290,6539.0,4751.0,1 074.48,-1 319.81,234 245.34,-200 474.44,0.04,1.05,1.17,2.99,"
-20.64
",99
1826330,14.24,145,92.0,53.0,120.29,-221.88,1 702.95,-1 560.51,0.05,0.21,1.09,0.98,"
0.68
",100
1765846,94.13,42,42.0,0.0,48.35,0.00,456.16,-2.86,1.17,906.60,159.50,10.86,"
2.98
",0
1905097,647.43,271,198.0,73.0,51.98,-29.03,2 609.14,-588.80,0.46,37.04,4.43,7.46,"
67.25
",33
1594137,35.79,3 555,1985.0,1570.0,1 450.00,-719.10,262 574.69,-226 772.60,0.06,1.68,1.16,10.07,"
-4.84
",99
1931664,37.94,170,147.0,23.0,2 312.00,-2 725.00,42 303.00,-8 664.00,0.40,12.34,4.88,197.88,"
26.08
",100
1848767,180.28,7 985,4889.0,3096.0,1 820.00,-230.47,230 197.06,-144 025.63,0.14,4.68,1.60,10.79,"
10.15
",99
1936575,29.04,1 673,993.0,680.0,203.44,-72.10,8 111.80,-5 216.62,0.11,2.36,1.55,1.73,"
8.06
",99
1917305,30.47,79,67.0,12.0,287.56,-106.08,5 838.98,-211.82,1.11,28.46,27.57,71.23,"
26.97
",0
1871107,2.09,97,67.0,30.0,1 767.56,-3 512.36,27 704.62,-25 615.07,0.04,0.19,1.08,21.54,"
-1.17
",92
1921568,4.62,123,90.0,33.0,39.86,-47.54,1 282.24,-539.95,0.39,6.41,2.37,6.03,"
4.62
",0
1860356,88.80,49,49.0,0.0,20.10,0.00,144.36,-2.30,1.12,1183.83,62.77,2.95,"
4.20
",0
1030482,49.59,518,515.0,3.0,33.90,-83.04,3 496.67,-141.08,1.46,40.41,24.79,6.48,"
0.25
",0
1905745,26.24,38,31.0,7.0,37.17,-7.98,280.86,-18.50,0.62,22.64,15.18,6.90,"
22.79
",100
1750053,42.42,126,125.0,1.0,4.57,-0.16,461.23,-0.16,2.61,2881.69,2882.69,3.66,"
5.48
",98
1922692,3.78,125,80.0,45.0,213.06,-208.32,2 228.31,-2 039.45,0.03,0.10,1.09,1.51,"
3.78
",31
1927535,6.88,267,198.0,69.0,148.67,-38.45,1 177.11,-489.97,0.19,6.48,2.40,2.57,"
6.88
",99
1903596,297.06,299,230.0,69.0,116.53,-48.31,1 121.66,-527.71,0.24,5.22,2.13,1.99,"
25.31
",98
1801708,12.54,3 328,2297.0,1031.0,1 454.45,-819.41,33 665.44,-28 589.44,0.04,1.60,1.18,1.53,"
7.08
",93
1879578,72.61,176,144.0,32.0,137.54,-58.79,805.80,-442.93,0.15,3.06,1.82,2.06,"
23.80
",97
1908564,24.18,67,53.0,14.0,359.40,-49.28,4 108.50,-380.67,0.59,43.42,10.79,55.64,"
13.31
",100
1923639,65.10,338,260.0,78.0,16.40,-31.05,638.15,-312.64,0.22,4.83,2.04,0.96,"
65.10
",100
1922676,69.38,54,36.0,18.0,678.55,-65.72,2 559.28,-472.50,0.33,7.67,5.42,38.64,"
69.38
",100
1929311,7.16,52,42.0,10.0,20.00,-95.64,825.68,-546.51,0.19,0.51,1.51,5.37,"
7.16
",88
1917692,18.40,223,156.0,67.0,514.54,-92.07,5 308.81,-1 820.11,0.30,17.69,2.92,15.64,"
18.06
",15
1927180,8.56,119,82.0,37.0,435.20,-91.56,2 604.24,-1 166.63,0.19,4.77,2.23,12.08,"
8.56
",100
1936577,28.42,1 902,1331.0,571.0,1 128.32,-669.56,16 586.93,-14 711.65,0.02,0.55,1.13,0.99,"
15.14
",98
1684305,250.84,392,205.0,187.0,5.54,-4.07,171.66,-123.39,0.18,5.11,1.39,0.12,"
18.31
",100
1764426,601.33,18 044,10823.0,7221.0,11 118.78,-10 822.08,1 011 554.95,-867 266.44,0.03,9.42,1.17,8.00,"
5.22
",88
1755759,63.76,3 357,2200.0,1157.0,318.68,-319.94,34 941.02,-24 208.58,0.07,2.41,1.44,3.20,"
33.73
",99
1926066,13.88,64,35.0,29.0,47.32,-46.67,354.56,-205.29,0.17,2.86,1.73,2.33,"
13.88
",85
1794099,59.22,251,96.0,155.0,15.54,-12.55,503.40,-444.17,0.06,0.65,1.13,0.24,"
30.99
",0
1785934,620.69,200,173.0,27.0,1 466.40,-689.28,11 244.14,-6 520.33,0.23,3.46,1.72,23.62,"
94.77
",100
1838725,1 230.92,327,233.0,94.0,196.55,-53.72,6 515.52,-2 063.56,0.45,28.56,3.16,13.61,"
49.82
",0
1910718,100.15,91,91.0,0.0,422.56,0.00,605.21,-3.97,0.13,294.73,152.45,6.65,"
12.67
",0
1924656,10.30,2 750,1599.0,1151.0,3.24,-5.37,691.15,-591.80,0.07,2.60,1.17,0.04,"
7.81
",100
1897209,14.68,129,108.0,21.0,27.68,-46.37,366.41,-103.64,0.31,5.64,3.54,2.04,"
1.32
",0
1780014,155.54,123,113.0,10.0,14.60,-3.23,161.30,-14.32,0.56,45.50,11.26,1.19,"
35.10
",11
1864592,2.65,67,49.0,18.0,100.45,-25.23,437.78,-173.95,0.28,2.92,2.52,3.94,"
1.40
",100
1600279,38.79,140,138.0,2.0,18.09,-1.01,638.95,-7.14,1.77,601.72,89.49,4.51,"
2.00
",0
1831876,419.40,1 625,1236.0,389.0,142.00,-27.69,3 805.12,-1 923.92,0.11,17.69,1.98,1.16,"
30.72
",100
1769410,33.08,673,673.0,0.0,0.28,0.00,66.16,0.00,5.58,0.00,n/a,0.10,"
2.83
",100
1888723,0.15,117,80.0,37.0,66.45,-42.63,533.81,-482.84,0.05,0.31,1.11,0.44,"
-2.89
",89
1868808,-15.26,2 095,1507.0,588.0,12.23,-63.50,1 759.60,-1 884.50,-0.02,-0.23,0.93,-0.06,"
-33.93
",100
1889597,4.51,186,160.0,26.0,25.86,-29.92,328.79,-285.37,0.04,0.57,1.15,0.23,"
-6.82
",100
1589128,2.86,677,407.0,270.0,345.02,-586.07,19 130.67,-18 358.96,0.02,0.23,1.04,1.14,"
-3.58
",97
1674231,77.43,1 122,770.0,352.0,628.65,-199.26,7 058.56,-3 875.02,0.07,2.93,1.82,2.84,"
4.15
",99
1728263,72.39,99,99.0,0.0,20.08,0.00,150.54,0.00,0.38,0.00,n/a,1.52,"
3.75
",0
1907491,2.86,386,336.0,50.0,17.40,-28.87,709.90,-444.97,0.14,1.70,1.60,0.69,"
2.70
",98
1879762,8.13,290,158.0,132.0,936.32,-202.77,6 929.98,-3 679.66,0.12,3.92,1.88,11.21,"
2.83
",86
1795062,521.29,301,296.0,5.0,22.81,-20.75,383.65,-37.42,0.32,16.69,10.25,1.15,"
27.50
",1
1747319,30.58,10 350,6608.0,3742.0,665.38,-228.48,64 931.12,-36 439.48,0.11,7.25,1.78,2.75,"
1.21
",99
1926945,1.45,51,33.0,18.0,19.99,-17.23,145.91,-139.14,0.03,0.15,1.05,0.13,"
1.45
",25
1810347,3.17,53,48.0,5.0,2.99,-20.15,27.44,-22.68,0.06,0.23,1.21,0.09,"
-7.47
",100
1917521,49.67,329,295.0,34.0,16.25,-5.98,891.52,-68.43,0.87,127.02,13.03,2.50,"
45.71
",100
1797839,29.40,2 218,1493.0,725.0,161.04,-47.16,5 554.35,-2 869.26,0.11,12.02,1.94,1.21,"
4.10
",99
1909867,30.27,31,29.0,2.0,14.13,-1.20,93.06,-2.25,1.01,75.68,41.36,2.93,"
9.03
",0
1921453,4.19,48,27.0,21.0,7.78,-7.30,78.08,-57.11,0.14,1.79,1.37,0.44,"
4.19
",97
1794581,71.27,1 058,720.0,338.0,214.95,-81.67,1 833.92,-1 203.10,0.07,1.88,1.52,0.60,"
10.74
",100
1896326,77.21,349,220.0,129.0,9 386.83,-3 203.00,45 231.96,-10 799.09,0.13,10.75,4.19,98.66,"
4.01
",17
1784101,74.39,843,839.0,4.0,15.45,-6.47,2 598.04,-56.52,0.71,385.66,45.97,3.01,"
1.65
",0
1776410,75.34,361,361.0,0.0,16.27,0.00,1 134.75,-19.17,1.30,1239.53,59.19,3.14,"
2.04
",0
1782516,74.28,8 426,6638.0,1788.0,291.06,-183.48,8 240.55,-4 082.72,0.07,8.00,2.02,0.49,"
5.67
",85
1913474,5.44,85,65.0,20.0,51.73,-44.12,684.70,-276.88,0.34,4.87,2.47,4.80,"
5.44
",97
1912017,0.87,113,61.0,52.0,42.79,-33.13,859.98,-798.39,0.03,0.27,1.08,0.55,"
-0.75
",0
1867224,49.92,2 637,926.0,1711.0,660.48,-135.00,12 394.44,-6 526.30,0.09,15.18,1.90,2.23,"
22.67
",100
1925281,-3.33,266,159.0,107.0,11.52,-18.95,584.34,-675.50,-0.06,-0.34,0.87,-0.34,"
-3.33
",99
1909521,16.96,115,97.0,18.0,22.18,-2.61,102.00,-12.56,0.29,23.66,8.12,0.78,"
11.76
",0
1927533,5.07,36,26.0,10.0,11.97,-6.55,57.53,-32.23,0.20,2.12,1.78,0.70,"
5.07
",100
1867922,27.97,13 325,8377.0,4948.0,703.95,-416.81,87 492.61,-61 732.91,0.06,1.69,1.42,1.93,"
2.19
",99
1851337,12.62,1 544,1157.0,387.0,139.60,-32.05,3 105.18,-1 547.84,0.14,13.03,2.01,1.01,"
0.75
",99
1911848,147.68,107,89.0,18.0,6.87,-7.55,253.58,-36.96,0.87,15.86,6.86,2.02,"
72.88
",100
1922933,52.45,180,168.0,12.0,59.35,-27.41,2 055.80,-219.98,0.78,33.54,9.35,10.20,"
35.95
",0
1936633,21.74,72,42.0,30.0,73.67,-56.52,1 154.77,-1 046.28,0.08,0.39,1.10,1.51,"
21.74
",0
1725090,26.47,267,256.0,11.0,2.17,-2.97,155.47,-17.47,1.10,22.01,8.90,0.52,"
1.76
",100
1823483,494.65,3 149,2390.0,759.0,44 960.85,-20 729.83,1 270 290.37,-732 681.50,0.09,8.02,1.73,170.72,"
5.93
",95
1937895,20.75,1 391,744.0,647.0,156.00,-236.00,8 864.07,-6 915.98,0.07,3.68,1.28,1.40,"
4.99
",81
1853821,13.11,313,178.0,135.0,107.44,-21.48,1 374.20,-746.26,0.16,5.56,1.84,2.01,"
4.24
",100
1918783,30.96,66,58.0,8.0,41.16,-14.57,349.79,-40.20,0.58,17.76,8.70,4.69,"
29.46
",100
1925137,8.65,76,26.0,50.0,70.64,-29.01,864.17,-779.12,0.07,0.52,1.11,1.12,"
23.06
",100
1467461,10.75,3 471,2105.0,1366.0,2.75,-5.34,432.59,-429.31,0.00,0.04,1.01,0.00,"
5.46
",100
1833475,63.88,105,101.0,4.0,700.00,-195.00,8 955.01,-350.00,0.81,25.69,25.59,81.95,"
8.34
",80
1942933,11.49,153,130.0,23.0,134.64,-170.01,1 090.44,-939.84,0.04,0.25,1.16,0.98,"
11.30
",0
1740589,1 300.80,1 161,899.0,262.0,414.12,-448.29,14 906.54,-4 912.02,0.28,14.57,3.03,8.61,"
18.79
",59
1882794,15.74,2 245,1504.0,741.0,28.42,-142.93,4 616.09,-3 140.79,0.12,2.44,1.47,0.66,"
1.06
",100
1901540,31.61,816,639.0,177.0,36.63,-17.92,522.84,-186.14,0.12,10.25,2.81,0.41,"
25.66
",88
1932878,9.69,181,117.0,64.0,94.88,-40.16,1 054.30,-705.96,0.11,1.57,1.49,1.92,"
9.69
",91
1931418,21.13,800,684.0,116.0,618.00,-4 323.00,71 574.00,-43 251.00,0.14,1.61,1.65,35.40,"
19.27
",97
1896658,27.88,1 099,863.0,236.0,150.68,-32.19,2 589.26,-1 144.14,0.17,6.33,2.26,1.31,"
15.99
",98
1903888,16.91,61,44.0,17.0,1 208.76,-228.40,3 764.24,-946.81,0.28,4.40,3.98,46.19,"
11.54
",96
1451865,1.19,731,293.0,438.0,103.37,-23.66,5 940.96,-5 808.50,0.03,0.17,1.02,0.18,"
0.28
",0
1915060,52.45,385,372.0,13.0,105.29,-3.22,1 871.13,-12.56,0.47,222.58,148.98,4.83,"
51.33
",10
1807829,12.29,1 334,863.0,471.0,21.14,-19.71,1 432.05,-940.41,0.12,2.43,1.52,0.37,"
3.15
",100
1933019,18.87,1 644,974.0,670.0,2.93,-3.02,557.33,-374.09,0.17,23.20,1.49,0.11,"
18.87
",100
1904667,0.49,42,19.0,23.0,2.97,-3.30,22.95,-21.65,0.03,0.14,1.06,0.03,"
-1.48
",85
1361650,68.98,413,413.0,0.0,258.32,0.00,13 480.19,-364.61,1.25,1748.74,36.97,32.64,"
1.47
",0
1941055,9.44,42,32.0,10.0,1 572.84,-3 632.61,10 037.69,-9 538.21,0.05,0.09,1.05,11.89,"
9.44
",0
1856649,95.46,238,97.0,141.0,64.79,-275.99,1 006.12,-831.99,0.11,0.51,1.21,0.73,"
-41.11
",0
1926720,21.77,614,360.0,254.0,103.16,-66.78,2 211.78,-1 200.05,0.18,3.83,1.84,1.65,"
22.33
",0
1876436,54.77,78,78.0,0.0,56.87,0.00,1 659.68,-16.87,1.83,1845.85,98.38,21.28,"
16.91
",0
1615688,104.01,1 512,845.0,667.0,40 010.00,-38 770.00,2 503 437.97,-2 099 814.19,0.06,5.45,1.19,266.95,"
7.33
",1
1901223,22.27,687,512.0,175.0,17.44,-15.98,1 155.63,-642.89,0.21,4.40,1.80,0.75,"
8.09
",100
1840710,572.32,309,265.0,44.0,9.48,-15.32,308.08,-90.13,0.38,8.53,3.42,0.71,"
69.41
",0
1930567,5.77,51,32.0,19.0,460.15,-107.01,1 159.28,-581.75,0.15,1.99,1.99,11.32,"
5.77
",0
1854447,10.13,28,23.0,5.0,53.90,-9.84,432.61,-37.74,0.87,31.74,11.46,14.10,"
2.62
",100
1887921,66.87,2 194,1529.0,665.0,394.48,-935.55,11 247.52,-6 571.68,0.05,4.93,1.71,2.13,"
37.10
",99
1583755,-0.99,354,287.0,67.0,2.36,-6.87,153.37,-155.36,-0.00,-0.06,0.99,-0.01,"
-6.26
",100
1922680,39.12,57,45.0,12.0,561.43,-60.75,1 399.07,-223.75,0.28,6.71,6.25,20.62,"
39.12
",100
1933020,17.12,1 766,1029.0,737.0,2.97,-4.35,622.49,-455.88,0.14,10.55,1.37,0.09,"
17.12
",100
1924678,46.69,58,50.0,8.0,16.66,-24.67,104.15,-29.99,0.34,2.99,3.47,1.28,"
45.36
",0
1487160,49.53,217,211.0,6.0,9 237.00,-2 788.00,143 208.00,-10 579.00,0.77,25.52,13.54,611.19,"
4.62
",0
1926069,56.35,41,36.0,5.0,5.68,-30.11,101.72,-73.99,0.20,0.63,1.37,0.68,"
-12.02
",95
1921719,3.19,79,44.0,35.0,43.23,-21.16,332.00,-108.23,0.33,4.17,3.07,2.83,"
2.89
",68
1864349,471.90,186,108.0,78.0,140.95,-82.91,1 307.03,-878.70,0.13,2.32,1.49,2.30,"
11.89
",0
1911656,29.52,28,28.0,0.0,1 508.96,0.00,10 031.60,0.00,1.16,86.88,n/a,358.27,"
24.38
",0
1933664,19.57,316,221.0,95.0,1 223.00,-1 361.00,9 111.26,-5 197.50,0.09,2.87,1.75,12.39,"
19.57
",99
1816924,16.79,85,79.0,6.0,123.64,-31.04,1 041.93,-78.70,0.51,30.62,13.24,11.33,"
2.76
",98
1782519,44.93,7 327,5651.0,1676.0,85.76,-35.48,5 488.23,-2 137.49,0.13,26.29,2.57,0.46,"
10.70
",89
